match_id,team_id,team_name,team_side,accurateCross,accurateLongBalls,accuratePasses,accurateThroughBall,aerialDuelsPercentage,ballPossession,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAttempt,cornerKicks,dispossessed,diveSaves,dribblesPercentage,duelWonPercent,errorsLeadToGoal,errorsLeadToShot,expectedGoals,finalThirdEntries,finalThirdPhaseStatistic,fouledFinalThird,fouls,freeKicks,goalKicks,goalkeeperSaves,groundDuelsPercentage,highClaims,hitWoodwork,interceptionWon,offsides,passes,penaltySaves,punches,redCards,shotsOffGoal,shotsOnGoal,throwIns,totalClearance,totalShotsInsideBox,totalShotsOnGoal,totalShotsOutsideBox,totalTackle,touchesInOppBox,wonTacklePercent,yellowCards
14015435,7771,FK Mladost Lučani,away,7,23,395,0.0,18,58,44,0.0,,0.0,4,6,3,0.0,5,59,,,1.06,76,154,1.0,11,14,4,0.0,26,0.0,1,10,0.0,467,,0.0,0.0,8,6,20,23,12,18,6,9,32,7,2.0
14015436,5150,FK Vojvodina,home,5,20,281,,9,41,52,2.0,,2.0,0,4,7,1.0,9,47,,,1.23,64,76,1.0,17,11,5,1.0,39,,1,12,2.0,356,,0.0,,6,2,21,23,5,8,3,19,18,14,0.0
14015436,263360,FK TSC Bačka Topola,away,2,23,431,,12,59,43,0.0,,0.0,3,3,10,0.0,10,53,,,0.53,86,92,0.0,11,17,7,0.0,43,,0,9,2.0,524,,1.0,,3,1,28,17,5,7,2,16,18,10,2.0
14015437,263360,FK TSC Bačka Topola,home,0,27,456,1.0,8,65,48,1.0,0.0,1.0,3,5,10,2.0,10,45,,1.0,0.89,67,93,3.0,19,9,8,3.0,30,1.0,0,8,2.0,540,,1.0,,3,2,20,20,3,8,5,11,8,8,2.0
14015437,5144,FK Javor Ivanjica,away,6,25,200,0.0,12,35,51,2.0,1.0,1.0,3,8,3,0.0,3,55,,0.0,2.03,47,40,1.0,9,19,7,0.0,35,0.0,0,15,4.0,279,,1.0,,6,5,12,20,11,14,3,13,28,6,2.0
14015439,7771,FK Mladost Lučani,home,3,24,234,,21,35,33,1.0,1.0,,2,5,4,,1,54,,1.0,1.02,53,30,0.0,8,12,21,3.0,20,0.0,1,12,1.0,321,,1.0,,3,0,18,41,4,5,1,8,15,4,0.0
14015439,5150,FK Vojvodina,away,10,40,492,,14,65,46,3.0,3.0,,2,7,4,,6,46,,0.0,1.84,93,140,1.0,12,8,7,0.0,21,1.0,0,6,1.0,566,,0.0,,14,3,16,22,12,19,7,7,31,5,1.0
14015440,5148,FK Čukarički,home,8,28,348,0.0,14,51,57,3.0,3.0,0.0,1,1,12,,4,39,0.0,1.0,1.64,63,108,3.0,15,7,4,4.0,22,2.0,0,6,1.0,416,,,1.0,14,3,21,23,13,18,5,11,22,8,1.0
14015440,5153,OFK Beograd,away,3,29,326,2.0,11,49,54,4.0,2.0,2.0,1,8,7,,10,61,1.0,0.0,1.78,49,63,2.0,7,15,11,2.0,45,0.0,1,10,4.0,399,,,0.0,2,7,12,26,6,10,4,20,23,14,2.0
14015441,25736,FK Novi Pazar,home,5,17,244,0.0,8,41,48,1.0,1.0,0.0,3,4,8,,4,49,1.0,,0.46,42,61,1.0,11,7,8,6.0,29,,0,6,1.0,320,,1.0,,5,2,22,19,8,10,2,18,22,12,3.0
14015441,5149,FK Crvena zvezda,away,5,27,403,2.0,7,59,53,4.0,1.0,3.0,3,7,9,,8,51,0.0,,2.13,43,78,2.0,7,11,5,1.0,32,,1,10,1.0,467,,1.0,,7,11,10,25,13,21,8,14,37,10,1.0
14015442,282203,FK Železničar Pančevo,home,3,19,333,,20,52,43,4.0,3.0,1.0,1,6,5,,4,62,,1.0,1.39,53,60,7.0,13,20,12,3.0,46,2.0,0,10,1.0,414,,1.0,,6,3,21,26,4,10,6,21,17,15,2.0
14015442,36967,FK Spartak Subotica,away,3,18,295,,13,48,46,2.0,1.0,1.0,2,7,9,,4,38,,0.0,0.54,53,91,3.0,21,13,9,2.0,27,0.0,0,8,2.0,369,,1.0,,7,4,18,29,7,13,6,10,17,6,4.0
14015443,5152,FK Partizan,home,5,19,416,2.0,17,65,48,3.0,2.0,1.0,5,9,3,,7,53,,0.0,3.31,62,100,5.0,14,11,7,1.0,23,1.0,0,7,0.0,492,,1.0,,3,10,22,12,14,18,4,6,31,3,0.0
14015443,111127,FK Radnik Surdulica,away,2,26,192,0.0,11,35,43,0.0,0.0,0.0,2,2,2,,3,47,,2.0,0.34,41,42,5.0,12,14,11,7.0,24,0.0,0,5,1.0,256,,1.0,,5,1,18,25,1,8,7,8,7,5,3.0
14015444,43981,FK Radnički 1923,home,6,20,246,1.0,16,51,53,2.0,1.0,1.0,7,10,10,0.0,7,50,,1.0,1.6,62,79,6.0,15,19,7,3.0,40,1.0,0,4,2.0,322,,,1.0,4,7,15,16,8,18,10,14,20,10,1.0
14015444,25737,FK Radnički Niš,away,4,20,235,0.0,14,49,47,2.0,2.0,0.0,3,4,8,3.0,6,50,,0.0,1.31,51,52,3.0,20,15,8,6.0,43,0.0,1,5,0.0,312,,,0.0,6,3,21,25,6,12,6,23,11,8,6.0
14015446,7674,FK Napredak Kruševac,home,8,34,344,2.0,21,54,53,2.0,,2.0,4,7,6,0.0,4,47,1.0,1.0,1.72,63,91,2.0,17,13,5,1.0,31,0.0,0,11,1.0,432,,0.0,0.0,9,5,16,21,15,18,3,14,30,10,3.0
14015446,308176,FK IMT Beograd,away,2,23,291,1.0,17,46,39,1.0,,1.0,1,2,4,1.0,6,53,0.0,0.0,0.54,52,85,3.0,13,17,13,3.0,41,1.0,0,10,1.0,378,,1.0,1.0,4,2,25,27,4,7,3,18,13,12,2.0
14015447,5144,FK Javor Ivanjica,home,6,28,284,,30,45,47,1.0,,1.0,1,3,12,,5,51,,,1.7,54,73,2.0,13,12,11,1.0,31,1.0,0,18,1.0,358,,,,5,5,20,26,6,11,5,16,15,11,5.0
14015447,308176,FK IMT Beograd,away,6,23,359,,21,55,47,0.0,,0.0,6,6,9,,5,49,,,0.66,47,65,4.0,12,13,8,3.0,37,0.0,0,5,0.0,433,,,,4,1,19,41,3,11,8,19,22,10,3.0
14015449,25737,FK Radnički Niš,home,4,25,285,,14,53,34,1.0,1.0,,0,3,5,,3,45,,,1.12,51,59,1.0,21,13,15,1.0,27,,0,5,0.0,375,,,,2,6,18,24,8,8,0,12,19,9,4.0
14015449,7674,FK Napredak Kruševac,away,6,33,244,,15,47,35,1.0,1.0,,4,8,8,,5,55,,,0.92,67,68,4.0,13,21,4,2.0,36,,0,9,2.0,322,,,,9,1,25,22,8,14,6,11,23,5,2.0
14015450,111127,FK Radnik Surdulica,home,4,30,160,,19,37,50,3.0,2.0,1.0,6,2,5,1.0,6,53,,1.0,1.47,58,44,1.0,14,15,11,8.0,43,2.0,0,4,1.0,238,,2.0,1.0,4,4,22,39,11,14,3,23,24,19,2.0
14015450,43981,FK Radnički 1923,away,9,18,329,,13,63,51,6.0,4.0,2.0,4,9,8,0.0,15,47,,0.0,3.55,59,103,2.0,15,14,11,1.0,41,2.0,1,5,1.0,395,,1.0,1.0,7,11,19,14,14,22,8,12,32,5,7.0
14015451,36967,FK Spartak Subotica,home,8,28,269,4.0,11,44,56,5.0,3.0,2.0,4,7,13,,4,57,,,2.01,48,67,3.0,6,16,9,2.0,40,,0,11,3.0,350,,0.0,,5,6,11,18,10,15,5,19,30,14,1.0
14015451,5152,FK Partizan,away,6,21,372,1.0,8,56,60,4.0,2.0,2.0,3,5,9,,6,43,,,3.4,63,99,1.0,17,6,6,4.0,31,,0,9,2.0,450,,1.0,,7,7,11,17,13,17,4,19,35,13,1.0
14015452,5149,FK Crvena zvezda,home,8,15,490,4.0,5,63,56,5.0,1.0,4.0,5,9,3,,10,57,0.0,,3.76,52,109,2.0,9,7,6,3.0,34,0.0,0,5,3.0,552,,,,2,13,7,8,14,20,6,16,43,13,2.0
14015452,282203,FK Železničar Pančevo,away,0,13,288,0.0,4,37,41,1.0,1.0,0.0,3,1,5,,6,43,1.0,,0.4,20,30,0.0,8,9,4,5.0,25,1.0,0,5,1.0,343,,,,1,4,12,31,2,8,6,10,6,6,0.0
14015453,5153,OFK Beograd,home,8,18,270,,13,55,33,1.0,1.0,0.0,7,4,6,,7,49,,1.0,0.88,59,82,1.0,13,15,12,3.0,32,1.0,1,7,1.0,356,,,,3,1,34,23,6,11,5,11,16,9,1.0
14015453,25736,FK Novi Pazar,away,6,24,204,,17,45,42,3.0,2.0,1.0,5,4,5,,7,51,,0.0,2.75,53,74,1.0,15,12,8,1.0,30,0.0,4,13,1.0,289,,,,10,6,29,31,14,21,7,12,30,5,1.0
14015455,5150,FK Vojvodina,home,8,23,332,1.0,18,56,58,5.0,4.0,1.0,5,9,4,0.0,10,51,0.0,1.0,1.74,56,85,2.0,11,8,7,0.0,30,,0,6,2.0,423,,,,3,9,25,20,12,17,5,12,21,6,2.0
14015455,5148,FK Čukarički,away,3,22,248,0.0,16,44,51,3.0,2.0,1.0,4,1,4,1.0,6,49,1.0,0.0,1.8,53,44,3.0,8,10,8,6.0,30,,0,9,2.0,342,,,,4,1,17,30,5,9,4,14,19,7,0.0
14015456,263360,FK TSC Bačka Topola,home,5,13,478,,6,67,47,3.0,2.0,1.0,4,9,9,1.0,13,41,,,0.89,75,160,1.0,13,9,6,3.0,33,1.0,1,8,1.0,549,,0.0,,7,7,21,13,6,18,12,11,19,6,4.0
14015456,7771,FK Mladost Lučani,away,1,23,203,,23,33,43,1.0,1.0,0.0,1,2,7,1.0,8,59,,,0.79,42,51,1.0,9,13,10,6.0,33,0.0,0,11,2.0,274,,2.0,,4,3,16,33,5,8,3,12,13,8,1.0
14015457,7771,FK Mladost Lučani,home,7,21,282,,16,46,54,2.0,1.0,1.0,3,6,7,,2,43,,0.0,1.24,64,59,2.0,14,9,5,4.0,30,1.0,0,5,2.0,370,,,,7,6,17,30,9,16,7,19,20,14,2.0
14015457,5144,FK Javor Ivanjica,away,7,38,371,,23,54,43,1.0,1.0,0.0,5,3,11,,13,57,,1.0,0.89,78,76,3.0,9,14,11,4.0,38,0.0,0,10,0.0,443,,,,3,5,23,28,7,13,6,11,18,6,2.0
14015458,5148,FK Čukarički,home,9,31,206,,22,35,46,4.0,1.0,3.0,4,4,2,0.0,5,57,,0.0,2.48,71,67,2.0,20,10,8,0.0,32,0.0,0,5,3.0,292,,,0.0,5,8,15,33,14,17,3,16,30,9,2.0
14015458,263360,FK TSC Bačka Topola,away,5,25,463,,7,65,41,1.0,0.0,1.0,4,3,6,1.0,2,43,,1.0,1.18,62,85,4.0,11,20,12,4.0,33,1.0,0,4,4.0,554,,,1.0,4,3,19,22,8,11,3,12,20,10,5.0
14015459,25736,FK Novi Pazar,home,4,19,167,,21,39,37,2.0,1.0,1.0,2,2,4,0.0,2,54,,,1.55,55,46,4.0,11,15,9,4.0,32,1.0,0,18,4.0,241,,3.0,0.0,3,5,10,37,10,10,0,16,14,11,3.0
14015459,5150,FK Vojvodina,away,3,13,283,,15,61,39,0.0,0.0,0.0,4,4,8,1.0,8,46,,,0.5,66,90,3.0,15,11,4,4.0,31,1.0,0,5,0.0,370,,0.0,1.0,2,4,39,15,6,10,4,12,15,8,5.0
14015460,282203,FK Železničar Pančevo,home,5,24,374,1.0,14,62,39,5.0,4.0,1.0,4,7,6,2.0,6,46,,,2.47,51,78,4.0,18,10,3,3.0,32,3.0,1,8,2.0,431,0.0,0.0,,10,5,20,14,15,19,4,15,36,9,2.0
14015460,5153,OFK Beograd,away,2,23,201,0.0,11,38,42,3.0,1.0,2.0,1,4,7,1.0,14,54,,,1.59,39,55,3.0,11,17,12,4.0,44,1.0,0,7,3.0,267,1.0,1.0,,2,6,15,37,8,9,1,12,22,5,3.0
14015461,5152,FK Partizan,home,5,22,395,,14,51,48,2.0,1.0,1.0,7,5,5,1.0,9,55,,1.0,2.53,67,108,,8,13,8,4.0,29,0.0,0,4,2.0,462,,1.0,,4,5,19,20,10,16,6,9,29,6,2.0
14015461,5149,FK Crvena zvezda,away,5,27,378,,11,49,56,5.0,3.0,2.0,1,4,8,1.0,5,45,,0.0,2.46,55,75,,13,8,7,4.0,24,2.0,1,9,0.0,456,,1.0,,5,7,20,28,8,13,5,11,26,6,1.0
14015462,43981,FK Radnički 1923,home,6,24,299,0.0,11,50,62,7.0,5.0,2.0,1,6,8,,9,57,,0.0,3.54,47,77,5.0,10,12,8,1.0,43,0.0,0,10,1.0,368,,0.0,,8,8,15,18,13,17,4,21,43,16,2.0
14015462,36967,FK Spartak Subotica,away,0,28,316,1.0,10,50,51,0.0,0.0,0.0,0,4,11,,9,43,,2.0,0.32,51,56,0.0,13,10,10,5.0,31,1.0,0,10,1.0,384,,1.0,,3,1,24,19,2,4,2,13,17,8,1.0
14015464,7674,FK Napredak Kruševac,home,7,30,315,,23,54,45,1.0,1.0,0.0,5,4,11,0.0,14,63,1.0,,0.91,64,88,8.0,13,24,7,3.0,56,0.0,0,11,3.0,386,,0.0,,9,4,31,14,11,18,7,19,34,16,4.0
14015464,111127,FK Radnik Surdulica,away,3,23,238,,9,46,52,5.0,2.0,3.0,4,2,8,4.0,4,37,0.0,,1.49,47,63,1.0,24,12,9,4.0,37,1.0,0,11,2.0,340,,1.0,,1,6,26,30,7,11,4,21,14,13,2.0
14015465,308176,FK IMT Beograd,home,2,32,268,,17,45,44,1.0,,1.0,4,3,5,1.0,8,51,,,0.87,53,57,0.0,15,17,7,2.0,40,1.0,0,12,2.0,350,,0.0,1.0,3,1,25,29,5,8,3,16,13,8,1.0
14015465,25737,FK Radnički Niš,away,7,9,366,,20,55,43,0.0,,0.0,6,3,9,0.0,5,49,,,0.33,60,107,3.0,17,15,5,0.0,35,0.0,0,8,0.0,432,,1.0,0.0,5,2,21,17,7,13,6,16,32,13,3.0
14015466,5144,FK Javor Ivanjica,home,5,23,223,2.0,15,39,48,4.0,3.0,1.0,1,4,10,1.0,5,50,,,2.8,41,63,0.0,16,14,10,2.0,39,1.0,0,8,1.0,299,,1.0,,5,8,27,36,13,14,1,20,23,12,2.0
14015466,25737,FK Radnički Niš,away,5,17,397,0.0,13,61,57,1.0,0.0,1.0,6,5,13,2.0,9,50,,,0.85,53,106,4.0,14,16,5,6.0,42,2.0,0,2,0.0,466,,0.0,,5,3,15,14,3,14,11,17,22,10,4.0
14015467,111127,FK Radnik Surdulica,home,5,25,214,,28,48,45,4.0,3.0,1.0,6,5,9,0.0,8,51,,,1.57,63,86,3.0,14,16,7,1.0,39,1.0,0,12,4.0,317,,3.0,0.0,5,5,32,36,11,16,5,15,21,9,1.0
14015467,308176,FK IMT Beograd,away,3,30,238,,20,52,42,1.0,1.0,0.0,4,4,7,1.0,13,49,,,0.39,50,41,3.0,16,14,7,3.0,45,0.0,0,11,1.0,338,,0.0,1.0,4,1,36,43,4,9,5,19,15,9,3.0
14015468,36967,FK Spartak Subotica,home,4,31,242,2.0,16,46,50,3.0,1.0,2.0,1,7,8,,6,38,,0.0,1.78,69,92,0.0,24,7,8,1.0,24,2.0,0,5,4.0,339,,3.0,1.0,6,4,18,32,9,11,2,13,24,9,5.0
14015468,7674,FK Napredak Kruševac,away,8,21,288,0.0,24,54,44,1.0,0.0,1.0,5,5,5,,6,62,,1.0,0.75,62,77,5.0,7,24,11,2.0,41,0.0,0,11,4.0,384,,1.0,0.0,8,2,24,22,12,15,3,15,26,9,1.0
14015470,5149,FK Crvena zvezda,home,10,30,444,1.0,6,62,55,8.0,7.0,1.0,5,7,10,,13,49,,1.0,3.68,71,113,2.0,11,9,5,6.0,35,,1,9,1.0,509,,0.0,1.0,13,5,21,22,18,23,5,14,37,9,1.0
14015470,43981,FK Radnički 1923,away,1,17,239,0.0,9,38,44,2.0,1.0,1.0,0,3,7,,7,51,,1.0,0.82,46,42,1.0,10,11,15,2.0,33,,0,6,1.0,313,,1.0,0.0,2,7,16,31,7,9,2,16,13,12,1.0
14015471,5153,OFK Beograd,home,0,22,233,1.0,8,36,51,1.0,1.0,0.0,3,2,2,3.0,6,54,,,0.82,32,54,1.0,12,11,7,10.0,34,0.0,0,9,2.0,292,,0.0,,3,4,11,30,3,10,7,18,8,11,0.0
14015471,5152,FK Partizan,away,4,21,477,1.0,7,64,47,3.0,2.0,1.0,8,6,11,1.0,9,46,,,2.58,64,130,1.0,11,12,5,4.0,29,2.0,0,10,0.0,538,,1.0,,4,12,16,19,16,24,8,8,46,4,2.0
14015472,5150,FK Vojvodina,home,5,26,381,,14,59,65,1.0,0.0,1.0,3,4,2,2.0,5,53,,1.0,1.91,71,94,1.0,13,17,3,5.0,35,,0,2,7.0,483,,0.0,,6,3,22,14,8,12,4,13,18,11,1.0
14015472,282203,FK Železničar Pančevo,away,1,24,257,,16,41,59,1.0,1.0,0.0,1,2,5,0.0,11,47,,0.0,1.13,43,36,3.0,17,13,14,2.0,27,,0,6,5.0,343,,1.0,,1,6,13,43,5,8,3,4,13,4,3.0
14015473,263360,FK TSC Bačka Topola,home,3,16,366,,11,53,46,3.0,2.0,1.0,2,1,11,,6,45,0.0,,0.77,61,72,1.0,17,14,12,3.0,34,0.0,1,7,0.0,452,,,,7,3,24,30,5,12,7,15,6,10,2.0
14015473,25736,FK Novi Pazar,away,7,20,301,,18,47,51,4.0,4.0,0.0,3,5,5,,7,55,1.0,,2.14,56,61,2.0,14,17,8,2.0,38,2.0,0,16,2.0,384,,,,9,3,20,9,10,15,5,14,25,10,1.0
14015474,7771,FK Mladost Lučani,home,2,27,171,,21,29,54,3.0,2.0,1.0,5,1,7,3.0,4,56,,,2.34,41,33,3.0,8,13,9,9.0,32,2.0,0,16,3.0,252,1.0,1.0,,3,4,12,45,9,12,3,15,17,9,2.0
14015474,5148,FK Čukarički,away,16,32,499,,19,71,55,6.0,5.0,1.0,5,11,11,0.0,3,44,,,3.83,73,135,3.0,14,7,6,3.0,22,1.0,0,5,1.0,585,0.0,0.0,,6,10,18,10,16,21,5,11,43,8,1.0
14015475,5148,FK Čukarički,home,4,16,386,,18,52,38,0.0,0.0,,5,8,5,1.0,3,42,,,0.85,53,69,2.0,14,15,7,3.0,26,1.0,0,16,0.0,469,1.0,,,1,3,12,30,5,9,4,11,16,8,2.0
14015475,5144,FK Javor Ivanjica,away,11,24,322,,30,48,40,2.0,2.0,,4,11,5,2.0,7,58,,,1.3,42,61,2.0,15,13,3,2.0,31,0.0,0,10,2.0,417,0.0,,,2,3,27,22,5,9,4,10,18,7,0.0
14015477,25736,FK Novi Pazar,home,13,33,362,,17,55,54,3.0,2.0,1.0,3,8,5,0.0,5,43,,,2.0,51,95,0.0,14,11,3,2.0,20,0.0,1,7,,444,1.0,1.0,,7,10,23,27,16,20,4,6,23,5,5.0
14015477,7771,FK Mladost Lučani,away,1,40,281,,23,45,48,3.0,3.0,0.0,2,1,2,1.0,5,57,,,1.9,60,45,1.0,11,13,11,9.0,27,1.0,0,8,,377,0.0,0.0,,3,3,22,34,7,8,1,8,13,6,1.0
14015478,282203,FK Železničar Pančevo,home,3,27,447,1.0,12,57,42,3.0,2.0,1.0,3,7,6,0.0,7,55,,,2.09,66,97,1.0,13,15,4,1.0,27,,0,4,0.0,509,,,,5,7,19,27,11,15,4,7,28,4,1.0
14015478,263360,FK TSC Bačka Topola,away,3,19,299,0.0,4,43,39,0.0,0.0,0.0,3,3,5,4.0,1,45,,,0.34,44,50,3.0,15,13,11,6.0,28,,1,3,1.0,382,,,,4,1,15,12,5,8,3,15,12,11,1.0
14015479,5152,FK Partizan,home,2,26,568,,8,70,54,4.0,3.0,1.0,7,6,10,,4,49,,1.0,1.68,89,158,6.0,6,13,2,3.0,29,1.0,0,6,,633,,0.0,0.0,3,6,18,12,7,16,9,12,39,9,3.0
14015479,5150,FK Vojvodina,away,3,15,188,,7,30,49,1.0,1.0,0.0,1,5,5,,7,51,,0.0,0.49,27,31,1.0,14,6,5,5.0,32,1.0,0,5,,264,,1.0,1.0,4,3,16,36,5,8,3,19,8,15,4.0
14015480,43981,FK Radnički 1923,home,9,15,403,2.0,13,67,53,0.0,0.0,0.0,6,9,10,0.0,8,47,,,1.6,71,137,2.0,13,15,6,4.0,41,0.0,2,5,1.0,480,,,,10,7,27,7,13,23,10,20,54,13,2.0
14015480,5153,OFK Beograd,away,1,26,189,0.0,15,33,47,3.0,2.0,1.0,3,0,14,3.0,8,53,,,1.99,47,43,2.0,15,13,13,7.0,46,1.0,1,11,0.0,256,,,,5,6,13,54,8,14,6,25,14,16,3.0
14015481,7674,FK Napredak Kruševac,home,1,26,159,,11,29,55,1.0,1.0,0.0,1,1,11,,2,45,,,0.32,37,27,1.0,11,15,13,9.0,31,,0,15,0.0,250,,,,0,2,17,37,1,3,2,15,3,8,3.0
14015481,5149,FK Crvena zvezda,away,12,29,513,,11,71,66,2.0,1.0,1.0,10,9,6,,11,55,,,2.75,76,185,4.0,15,10,1,2.0,41,,0,9,1.0,596,,,,6,13,18,12,22,29,7,20,68,16,2.0
14015482,308176,FK IMT Beograd,home,7,28,231,,20,47,62,3.0,2.0,1.0,2,2,9,1.0,7,47,,,2.16,78,70,2.0,16,11,5,4.0,34,0.0,0,15,0.0,358,,0.0,,5,7,39,33,8,14,6,17,16,9,4.0
14015482,36967,FK Spartak Subotica,away,3,36,292,,25,53,61,1.0,1.0,0.0,4,1,10,0.0,9,53,,,1.08,79,70,4.0,12,16,4,6.0,35,1.0,0,8,2.0,423,,3.0,,3,5,32,46,6,12,6,15,17,9,1.0
14015484,25737,FK Radnički Niš,home,4,26,271,0.0,27,53,57,4.0,1.0,3.0,5,6,7,1.0,4,50,0.0,1.0,3.12,49,65,3.0,16,10,4,6.0,27,2.0,0,19,4.0,367,,2.0,0.0,4,8,25,28,9,17,8,13,24,6,2.0
14015484,111127,FK Radnik Surdulica,away,7,28,205,1.0,23,47,40,4.0,3.0,1.0,4,8,4,2.0,5,50,2.0,1.0,1.89,56,65,1.0,12,15,8,4.0,31,0.0,2,13,3.0,307,,0.0,1.0,2,8,34,20,11,14,3,12,35,8,0.0
14015485,5144,FK Javor Ivanjica,home,3,22,233,,16,45,41,2.0,,2.0,2,4,8,1.0,8,51,,,1.03,56,64,0.0,15,8,16,1.0,30,1.0,1,7,0.0,308,,0.0,1.0,3,7,19,32,8,12,4,14,16,11,3.0
14015485,111127,FK Radnik Surdulica,away,5,13,318,,11,55,40,2.0,,2.0,2,6,8,0.0,6,49,,,1.99,59,83,4.0,8,14,11,4.0,34,0.0,0,10,2.0,383,,1.0,0.0,7,3,17,32,10,12,2,15,25,12,5.0
14015487,36967,FK Spartak Subotica,home,1,28,252,1.0,6,41,66,1.0,0.0,1.0,4,2,12,,7,46,,,0.9,47,73,1.0,21,14,7,4.0,43,,1,21,6.0,352,,1.0,,3,3,21,31,7,10,3,23,25,17,3.0
14015487,25737,FK Radnički Niš,away,5,24,395,0.0,9,59,63,2.0,2.0,0.0,6,2,12,,8,54,,,2.59,64,99,8.0,14,20,2,1.0,49,,0,9,1.0,495,,1.0,,7,4,34,16,11,17,6,21,27,9,0.0
14015488,5149,FK Crvena zvezda,home,2,24,556,2.0,6,63,62,9.0,3.0,6.0,3,6,8,0.0,9,47,0.0,0.0,2.36,81,160,2.0,6,5,4,2.0,27,,1,10,2.0,631,,1.0,,8,10,22,21,15,21,6,13,33,8,1.0
14015488,308176,FK IMT Beograd,away,2,19,295,0.0,6,37,53,1.0,1.0,0.0,4,6,7,1.0,12,53,1.0,2.0,0.56,39,61,1.0,5,6,7,4.0,31,,0,8,0.0,361,,1.0,,2,3,12,18,5,9,4,15,21,11,1.0
14015489,5153,OFK Beograd,home,3,35,430,2.0,17,61,45,9.0,5.0,4.0,2,4,0,1.0,5,59,,,3.33,71,79,2.0,11,11,9,4.0,30,,3,6,4.0,509,,,,8,6,17,25,14,16,2,16,25,9,3.0
